source,program,used_default_cpp,cents_per_point,flight_numbers,cabin,stops,connections,carriers,remaining_seats,bookable,comparable,depart_time,arrive_time,duration_minutes,mileage_cost,taxes_amount,taxes_currency,taxes_usd,fx_source,points_value_usd,effective_usd,stop_penalty_usd,duration_penalty_usd,time_penalty_usd,next_day_penalty_usd,seat_credit_usd,score,expensive_flag,dynamic_price_threshold_usd,flags,aircraft,fare_classes,availability_id,trip_id,departs_at_raw,arrives_at_raw
american,American AAdvantage,False,2.0,"AA1108, AA1439, AS2302",economy,2,"DFW, PSP","AA, AA, AS",0,False,True,05:11,13:46,695,12500,5.6,USD,5.6,cache:2026-06-27,250.0,255.6,100.0,57.92,100.0,0,0.0,513.52,False,418.1,"not_enough_seats, exceeds_preferred_stops, very early departure","Boeing 737-800, Airbus A321, Embraer E175",,37wczmxbQfAmDGvfbRpeSQpkOqz,3DgEwetI5vNdqsoItcVPRg04ZMA,2026-12-03T05:11:00Z,2026-12-03T13:46:00Z
american,American AAdvantage,False,2.0,"AA1108, AA1660, AS1417",economy,2,"DFW, LAX","AA, AA, AS",0,False,True,05:11,12:27,616,12500,5.6,USD,5.6,cache:2026-06-27,250.0,255.6,100.0,51.33,100.0,0,0.0,506.93,False,418.1,"not_enough_seats, exceeds_preferred_stops, very early departure","Boeing 737-800, Boeing 737-800, Boeing 737-900",,37wczmxbQfAmDGvfbRpeSQpkOqz,3EnENMZMLL9LmVXqEyoru71boHa,2026-12-03T05:11:00Z,2026-12-03T12:27:00Z
american,American AAdvantage,False,2.0,"AA1108, AA1996",business,1,DFW,"AA, AA",0,False,True,05:11,11:19,548,147500,5.6,USD,5.6,cache:2026-06-27,2950.0,2955.6,50.0,45.67,100.0,0,0.0,3151.27,False,957.2,"not_enough_seats, very early departure","Boeing 737-800, Airbus A321",,37wczmxbQfAmDGvfbRpeSQpkOqz,3CECQlxlUW9jSQ43uA5SMFfezJy,2026-12-03T05:11:00Z,2026-12-03T11:19:00Z
american,American AAdvantage,False,2.0,"AA1108, AA1996",economy,1,DFW,"AA, AA",0,False,True,05:11,11:19,548,23000,5.6,USD,5.6,cache:2026-06-27,460.0,465.6,50.0,45.67,100.0,0,0.0,661.27,False,418.1,"not_enough_seats, very early departure","Boeing 737-800, Airbus A321",,37wczmxbQfAmDGvfbRpeSQpkOqz,3CECQqNpzPtU8BpvjDHBG1dVQZH,2026-12-03T05:11:00Z,2026-12-03T11:19:00Z
alaska,Alaska Atmos Rewards,False,1.5,"AA1108, AA810",economy,1,DFW,AA,8,True,True,05:11,13:14,663,17500,18.1,USD,18.1,cache:2026-06-27,262.5,280.6,50.0,55.25,100.0,0,16.0,469.85,False,418.1,very early departure,"Boeing 737-800, Airbus A321","T, T",36vYeXdRozNNaCcNGcgWbu0NMNN,38ZniUkWgGdCsxf929sEs2YXort,2026-12-03T05:11:00Z,2026-12-03T13:14:00Z
united,United MileagePlus,False,1.2,"UA4754, UA1116",economy,1,ORD,"UA, UA",9,True,True,05:45,10:33,468,31900,5.6,USD,5.6,cache:2026-06-27,382.8,388.4,50.0,39.0,100.0,0,18.0,559.4,False,418.1,very early departure,"Embraer E175, Boeing 737 MAX 9","YN, YN",37iyIk2Y6zWgcc70b5NbHWkJ1U4,3FSvJb6xQpefIZmSJDzNJ2Xanku,2026-12-03T05:45:00Z,2026-12-03T10:33:00Z
united,United MileagePlus,False,1.2,"UA4754, UA2610",economy,1,ORD,"UA, UA",9,True,True,05:45,11:31,526,35200,5.6,USD,5.6,cache:2026-06-27,422.4,428.0,50.0,43.83,100.0,0,18.0,603.83,True,418.1,"very early departure, expensive","Embraer E175, Boeing 757-300","YN, YN",37iyIk2Y6zWgcc70b5NbHWkJ1U4,3FSvJWhpYsaCVvRCHTvbIbPpt7t,2026-12-03T05:45:00Z,2026-12-03T11:31:00Z
alaska,Alaska Atmos Rewards,False,1.5,"AA5444, AS7",economy,1,DCA,"AA, AS",1,True,True,05:47,21:56,1149,20000,23.7,USD,23.7,cache:2026-06-27,300.0,323.7,50.0,95.75,100.0,0,2.0,567.45,False,418.1,very early departure,"Bombardier CRJ700, Boeing 737-800","T, O",36vYeXdRozNNaCcNGcgWbu0NMNN,3FVTFQ236bERJz0MT0qAGUYHCX2,2026-12-03T05:47:00Z,2026-12-03T21:56:00Z
american,American AAdvantage,False,2.0,"AA1739, AA2651",business,1,CLT,"AA, AA",0,False,True,06:00,12:31,571,119000,5.6,USD,5.6,cache:2026-06-27,2380.0,2385.6,50.0,47.58,50.0,0,0.0,2533.18,False,957.2,"not_enough_seats, early departure","Airbus A319, Airbus A321",,37wczmxbQfAmDGvfbRpeSQpkOqz,3CECQmDfKqtATA9jBuKq3Oy93AG,2026-12-03T06:00:00Z,2026-12-03T12:31:00Z
american,American AAdvantage,False,2.0,"AA1739, AA2651",economy,1,CLT,"AA, AA",0,False,True,06:00,12:31,571,28500,5.6,USD,5.6,cache:2026-06-27,570.0,575.6,50.0,47.58,50.0,0,0.0,723.18,False,418.1,"not_enough_seats, early departure","Airbus A319, Airbus A321",,37wczmxbQfAmDGvfbRpeSQpkOqz,3CECQnpOebGO4QQ3vW9MtQdPic4,2026-12-03T06:00:00Z,2026-12-03T12:31:00Z
