source,program,used_default_cpp,cents_per_point,flight_numbers,cabin,stops,connections,carriers,remaining_seats,bookable,comparable,depart_time,arrive_time,duration_minutes,mileage_cost,taxes_amount,taxes_currency,taxes_usd,fx_source,points_value_usd,effective_usd,stop_penalty_usd,duration_penalty_usd,time_penalty_usd,next_day_penalty_usd,seat_credit_usd,score,expensive_flag,dynamic_price_threshold_usd,flags,aircraft,fare_classes,availability_id,trip_id,departs_at_raw,arrives_at_raw,alternate_count,alternates
aeroplan,Air Canada Aeroplan,False,1.1,"UA5510, UA5515, UA1092",economy,2,"CLD, DEN",UA,5,True,True,10:17,21:31,614,15000,46.7,CAD,32.89,cache:2026-06-27,165.0,197.89,100.0,51.17,0.0,0,10.0,339.05,False,418.1,exceeds_preferred_stops,"Embraer E175, Embraer E175, Boeing 737 MAX 9","X, X, X",32l789cPOTMixyteB9TllZswsZq,3EAgJombtkv0SNS3LuOi4l8NRPp,2026-09-05T10:17:00Z,2026-09-05T21:31:00Z,0,
alaska,Alaska Atmos Rewards,False,1.5,"AS1302, AS743, AS1435",economy,2,"PDX, SEA",AS,9,True,True,15:03,22:56,413,15000,5.6,USD,5.6,cache:2026-06-27,225.0,230.6,100.0,34.42,0.0,0,18.0,347.02,False,418.1,exceeds_preferred_stops,"Boeing 737-800, Boeing 737-800, Boeing 737-800","O, O, O",32qhYr1xwspv0NZV06r4OELNRFM,3Eh6DHWTopJZaDc3Q5tvqckcuzL,2026-09-05T15:03:00Z,2026-09-05T22:56:00Z,0,
alaska,Alaska Atmos Rewards,False,1.5,"AS3055, AS760, AS1435",economy,2,"SNA, SEA",AS,9,True,True,11:50,22:56,606,15000,5.6,USD,5.6,cache:2026-06-27,225.0,230.6,100.0,50.5,0.0,0,18.0,363.1,False,418.1,exceeds_preferred_stops,"Embraer E175, Boeing 737-800, Boeing 737-800","O, O, O",32qhYr1xwspv0NZV06r4OELNRFM,3Eh6DFAh06YCLqc1WcJrFgzpzMJ,2026-09-05T11:50:00Z,2026-09-05T22:56:00Z,0,
alaska,Alaska Atmos Rewards,False,1.5,"AS2139, AS423, AS1435",economy,2,"GEG, SEA",AS,9,True,True,11:12,22:56,644,15000,5.6,USD,5.6,cache:2026-06-27,225.0,230.6,100.0,53.67,0.0,0,18.0,366.27,False,418.1,exceeds_preferred_stops,"Embraer E175, Boeing 737-900, Boeing 737-800","O, O, O",32qhYr1xwspv0NZV06r4OELNRFM,3Eh6DFlA8JxdkgJ3cEZL1q3X9Ac,2026-09-05T11:12:00Z,2026-09-05T22:56:00Z,0,
aeroplan,Air Canada Aeroplan,False,1.1,"UA301, UA4697",economy,1,DEN,UA,9,True,True,21:13,09:57 +1,704,15000,54.4,CAD,38.31,cache:2026-06-27,165.0,203.31,50.0,58.67,0.0,75.0,18.0,368.97,False,418.1,next_day_arrival,"Boeing 737 MAX 8, Embraer E175","X, X",32l789cPOTMixyteB9TllZswsZq,3EAgJsPRLLTRv1O8yiefYeir9Ar,2026-09-05T21:13:00Z,2026-09-06T09:57:00Z,0,
aeroplan,Air Canada Aeroplan,False,1.1,"UA2436, UA4697",economy,1,DEN,UA,9,True,True,18:25,09:57 +1,872,15000,54.4,CAD,38.31,cache:2026-06-27,165.0,203.31,50.0,72.67,0.0,75.0,18.0,382.97,False,418.1,next_day_arrival,"Boeing 737 MAX 9, Embraer E175","X, X",32l789cPOTMixyteB9TllZswsZq,3EAgJqcLMGFt3DeaanIWQT16v9A,2026-09-05T18:25:00Z,2026-09-06T09:57:00Z,0,
aeroplan,Air Canada Aeroplan,False,1.1,"UA1312, UA4697",economy,1,DEN,UA,9,True,True,17:25,09:57 +1,932,15000,54.4,CAD,38.31,cache:2026-06-27,165.0,203.31,50.0,77.67,0.0,75.0,18.0,387.97,False,418.1,next_day_arrival,"Boeing 737 MAX 8, Embraer E175","X, X",32l789cPOTMixyteB9TllZswsZq,3EAgJrQAUlYhhL6MvnsydLGMsbh,2026-09-05T17:25:00Z,2026-09-06T09:57:00Z,0,
alaska,Alaska Atmos Rewards,False,1.5,"AS3440, AS760, AS1435",economy,2,"SNA, SEA",AS,9,True,True,07:05,22:56,891,15000,11.2,USD,11.2,cache:2026-06-27,225.0,236.2,100.0,74.25,0.0,0,18.0,392.45,False,418.1,exceeds_preferred_stops,"Embraer E175, Boeing 737-800, Boeing 737-800","O, O, O",32qhYr1xwspv0NZV06r4OELNRFM,3Eh6DI6iOdIM8RzQURv0OoMq35N,2026-09-05T07:05:00Z,2026-09-05T22:56:00Z,0,
alaska,Alaska Atmos Rewards,False,1.5,"AS1410, AS2146",economy,1,PDX,AS,9,True,True,07:23,13:25,302,22500,5.6,USD,5.6,cache:2026-06-27,337.5,343.1,50.0,25.17,0.0,0,18.0,400.27,False,418.1,,"Boeing 737-800, Embraer E175","Q, Q",32qhYr1xwspv0NZV06r4OELNRFM,3Eh6DDY9A2EC6h0SD0YMiNl44MK,2026-09-05T07:23:00Z,2026-09-05T13:25:00Z,0,
aeroplan,Air Canada Aeroplan,False,1.1,"UA5753, UA5683, UA4697",economy,2,"SLC, DEN",UA,7,True,True,20:48,09:57 +1,729,15000,54.4,CAD,38.31,cache:2026-06-27,165.0,203.31,100.0,60.75,0.0,75.0,14.0,425.06,False,418.1,"exceeds_preferred_stops, next_day_arrival","Embraer E175, Embraer E175, Embraer E175","X, X, X",32l789cPOTMixyteB9TllZswsZq,3EAgJs1rk4arkwRKnv8YfUUk0qm,2026-09-05T20:48:00Z,2026-09-06T09:57:00Z,0,
