source,program,used_default_cpp,cents_per_point,flight_numbers,cabin,stops,connections,carriers,remaining_seats,bookable,comparable,depart_time,arrive_time,duration_minutes,mileage_cost,taxes_amount,taxes_currency,taxes_usd,fx_source,points_value_usd,effective_usd,stop_penalty_usd,duration_penalty_usd,time_penalty_usd,next_day_penalty_usd,seat_credit_usd,score,expensive_flag,dynamic_price_threshold_usd,flags,aircraft,fare_classes,availability_id,trip_id,departs_at_raw,arrives_at_raw
american,American AAdvantage,False,2.0,"AA1108, AA1996",business,1,DFW,"AA, AA",0,False,True,05:11,11:21,550,148000,5.6,USD,5.6,cache:2026-06-27,2960.0,2965.6,50.0,45.83,100.0,0,0.0,3161.43,False,1430.6,"not_enough_seats, very early departure","Boeing 737-800, Airbus A321",,37ixpH4VVOlE8pgrR5gcftXjFAC,3952g4oy4ejOpveqHJJWvnmIfEK,2026-11-29T05:11:00Z,2026-11-29T11:21:00Z
american,American AAdvantage,False,2.0,"AA1108, AA1996",economy,1,DFW,"AA, AA",0,False,True,05:11,11:21,550,93500,5.6,USD,5.6,cache:2026-06-27,1870.0,1875.6,50.0,45.83,100.0,0,0.0,2071.43,False,873.7,"not_enough_seats, very early departure","Boeing 737-800, Airbus A321",,37ixpH4VVOlE8pgrR5gcftXjFAC,3952g1xjd42XG5RNKzdzJaThhrX,2026-11-29T05:11:00Z,2026-11-29T11:21:00Z
american,American AAdvantage,False,2.0,"AA1108, AA810",business,1,DFW,"AA, AA",0,False,True,05:11,13:16,665,150000,5.6,USD,5.6,cache:2026-06-27,3000.0,3005.6,50.0,55.42,100.0,0,0.0,3211.02,False,1430.6,"not_enough_seats, very early departure","Boeing 737-800, Airbus A321",,37ixpH4VVOlE8pgrR5gcftXjFAC,3952g4hEThevn9WB4wseJ5JLqaq,2026-11-29T05:11:00Z,2026-11-29T13:16:00Z
american,American AAdvantage,False,2.0,"AA1108, AA810",economy,1,DFW,"AA, AA",0,False,True,05:11,13:16,665,93500,5.6,USD,5.6,cache:2026-06-27,1870.0,1875.6,50.0,55.42,100.0,0,0.0,2081.02,False,873.7,"not_enough_seats, very early departure","Boeing 737-800, Airbus A321",,37ixpH4VVOlE8pgrR5gcftXjFAC,3952g6XeIMQ4hgCoNqunJd3Pd5c,2026-11-29T05:11:00Z,2026-11-29T13:16:00Z
american,American AAdvantage,False,2.0,"AA1108, AA825",business,1,DFW,"AA, AA",0,False,True,05:11,15:08,777,150000,11.2,USD,11.2,cache:2026-06-27,3000.0,3011.2,50.0,64.75,100.0,0,0.0,3225.95,False,1430.6,"not_enough_seats, very early departure","Boeing 737-800, Boeing 737-800",,37ixpH4VVOlE8pgrR5gcftXjFAC,3DgB20fWDba4xkXmxEJP4AkknXp,2026-11-29T05:11:00Z,2026-11-29T15:08:00Z
american,American AAdvantage,False,2.0,"AA1108, AA825",economy,1,DFW,"AA, AA",0,False,True,05:11,15:08,777,93500,11.2,USD,11.2,cache:2026-06-27,1870.0,1881.2,50.0,64.75,100.0,0,0.0,2095.95,False,873.7,"not_enough_seats, very early departure","Boeing 737-800, Boeing 737-800",,37ixpH4VVOlE8pgrR5gcftXjFAC,3DgB22mjnTHOzr2YpnjJtdYYGva,2026-11-29T05:11:00Z,2026-11-29T15:08:00Z
delta,Delta SkyMiles,False,1.2,"DL2375, DL693",business,1,ATL,"DL, DL",9,True,True,05:20,10:32,492,134400,5.6,USD,5.6,cache:2026-06-27,1612.8,1618.4,50.0,41.0,100.0,0,18.0,1791.4,True,1430.6,"very early departure, expensive","Airbus A321, Airbus A320","OD, OD",37iyB1R3cYFe6iOvDv8K0oOkVph,3DuWB8FHvgsYjCIQrLUfmPkP9E7,2026-11-29T05:20:00Z,2026-11-29T10:32:00Z
american,American AAdvantage,False,2.0,"AA4931, AA1253",business,1,ORD,"AA, AA",0,False,True,05:33,13:07,634,128000,11.2,USD,11.2,cache:2026-06-27,2560.0,2571.2,50.0,52.83,100.0,0,0.0,2774.03,False,1430.6,"not_enough_seats, very early departure","Bombardier CRJ700, Boeing 737-800",,37ixpH4VVOlE8pgrR5gcftXjFAC,3952g7PMw1irvAl55ho1KuaWw47,2026-11-29T05:33:00Z,2026-11-29T13:07:00Z
american,American AAdvantage,False,2.0,"AA4931, AA1253",economy,1,ORD,"AA, AA",0,False,True,05:33,13:07,634,84500,11.2,USD,11.2,cache:2026-06-27,1690.0,1701.2,50.0,52.83,100.0,0,0.0,1904.03,False,873.7,"not_enough_seats, very early departure","Bombardier CRJ700, Boeing 737-800",,37ixpH4VVOlE8pgrR5gcftXjFAC,3952g7FgLwuTHnzIriuyaR4BtYm,2026-11-29T05:33:00Z,2026-11-29T13:07:00Z
american,American AAdvantage,False,2.0,"AA4931, AA2418",business,1,ORD,"AA, AA",0,False,True,05:33,11:25,532,148000,5.6,USD,5.6,cache:2026-06-27,2960.0,2965.6,50.0,44.33,100.0,0,0.0,3159.93,False,1430.6,"not_enough_seats, very early departure","Bombardier CRJ700, Boeing 737 MAX 8",,37ixpH4VVOlE8pgrR5gcftXjFAC,3952g32D5XB9ifBwU1zN44xTs0r,2026-11-29T05:33:00Z,2026-11-29T11:25:00Z
