source,program,used_default_cpp,cents_per_point,flight_numbers,cabin,stops,connections,carriers,remaining_seats,bookable,comparable,depart_time,arrive_time,duration_minutes,mileage_cost,taxes_amount,taxes_currency,taxes_usd,fx_source,points_value_usd,effective_usd,stop_penalty_usd,duration_penalty_usd,time_penalty_usd,next_day_penalty_usd,seat_credit_usd,score,expensive_flag,dynamic_price_threshold_usd,flags,aircraft,fare_classes,availability_id,trip_id,departs_at_raw,arrives_at_raw,alternate_count,alternates
flyingblue,Air France/KLM Flying Blue,False,1.1,DL1327,economy,0,,DL,9,True,True,20:20,22:39,319,16000,15.2,USD,15.2,cache:2026-06-27,176.0,191.2,0.0,26.58,0.0,0,18.0,199.78,False,418.1,,Boeing 737-900,N,36dfLOFMbKe4FT7aOPMUjnVqxoM,3AkMxussgsln0OWMu4JcaOYrwyS,2026-12-03T20:20:00Z,2026-12-03T22:39:00Z,1,"Delta SkyMiles 33,800 + USD 5.60"
virginatlantic,Virgin Atlantic Flying Club,False,1.0,DL361,economy,0,,DL,8,True,True,08:25,10:43,318,22000,5.6,USD,5.6,cache:2026-06-27,220.0,225.6,0.0,26.5,0.0,0,16.0,236.1,False,418.1,,Boeing 737-900,N,37wcqTEPbQuY2Ii6vR1q9CYFGR4,3FVTFVb7uaGwSE0pk5y3LU4aGBI,2026-12-03T08:25:00Z,2026-12-03T10:43:00Z,1,"Delta SkyMiles 33,800 + USD 5.60"
virginatlantic,Virgin Atlantic Flying Club,False,1.0,DL469,economy,0,,DL,6,True,True,12:15,14:27,312,22000,5.6,USD,5.6,cache:2026-06-27,220.0,225.6,0.0,26.0,0.0,0,12.0,239.6,False,418.1,,Boeing 737-900,N,37wcqTEPbQuY2Ii6vR1q9CYFGR4,3F3TBIoopv5fB0V623jeYYNwPGz,2026-12-03T12:15:00Z,2026-12-03T14:27:00Z,1,"Delta SkyMiles 33,800 + USD 5.60"
united,United MileagePlus,False,1.2,UA1550,economy,0,,UA,9,True,True,07:00,09:23,323,19900,5.6,USD,5.6,cache:2026-06-27,238.8,244.4,0.0,26.92,0.0,0,18.0,253.32,False,418.1,,Airbus A319,YN,37iyIk2Y6zWgcc70b5NbHWkJ1U4,39iQLP4c6bG0nKX8cfYAFY4AjY6,2026-12-03T07:00:00Z,2026-12-03T09:23:00Z,0,
flyingblue,Air France/KLM Flying Blue,False,1.1,"DL1746, DL2078",economy,1,MSP,"DL, DL",1,True,True,07:00,11:09,429,18500,19.7,USD,19.7,cache:2026-06-27,203.5,223.2,50.0,35.75,0.0,0,2.0,306.95,False,418.1,,"Airbus A321, Boeing 737-900","N, N",36dfLOFMbKe4FT7aOPMUjnVqxoM,3CUMDWNSOEryKdrIgkyKaALBSz0,2026-12-03T07:00:00Z,2026-12-03T11:09:00Z,1,"Delta SkyMiles 33,800 + USD 5.60"
united,United MileagePlus,False,1.2,"UA6168, UA1147",economy,1,IAD,"UA, UA",9,True,True,06:00,11:20,500,15000,5.6,USD,5.6,cache:2026-06-27,180.0,185.6,50.0,41.67,50.0,0,18.0,309.27,False,418.1,early departure,"Embraer E175, Boeing 777","X, X",37iyIk2Y6zWgcc70b5NbHWkJ1U4,39iQLQYvMO2zfa46j37aD4kXDVg,2026-12-03T06:00:00Z,2026-12-03T11:20:00Z,1,"Air Canada Aeroplan 25,000 + CAD 46.90"
virginatlantic,Virgin Atlantic Flying Club,False,1.0,"DL634, DL1559",economy,1,LAX,"DL, DL",9,True,True,12:40,17:49,489,26000,5.6,USD,5.6,cache:2026-06-27,260.0,265.6,50.0,40.75,0.0,0,18.0,338.35,False,418.1,,"Airbus A321, Boeing 737-800","N, N",37wcqTEPbQuY2Ii6vR1q9CYFGR4,3F3TBD4ejqUopmHexZOXu6G7N8d,2026-12-03T12:40:00Z,2026-12-03T17:49:00Z,1,"Delta SkyMiles 33,800 + USD 5.60"
virginatlantic,Virgin Atlantic Flying Club,False,1.0,"DL883, DL2197",economy,1,LAX,"DL, DL",5,True,True,15:50,20:18,448,26000,5.6,USD,5.6,cache:2026-06-27,260.0,265.6,50.0,37.33,0.0,0,10.0,342.93,False,418.1,,"Airbus A321neo, Boeing 737-900","N, N",37wcqTEPbQuY2Ii6vR1q9CYFGR4,3F3TBH0lvZOgl1brSx1bJaYGXFq,2026-12-03T15:50:00Z,2026-12-03T20:18:00Z,1,"Delta SkyMiles 33,800 + USD 5.60"
alaska,Alaska Atmos Rewards,False,1.5,"AA1673, AA2427",economy,1,PHX,AA,9,True,True,17:51,22:36,465,17500,18.1,USD,18.1,cache:2026-06-27,262.5,280.6,50.0,38.75,0.0,0,18.0,351.35,False,418.1,,"Boeing 737-800, Boeing 737-800","T, T",36vYeXdRozNNaCcNGcgWbu0NMNN,38ZniS4v3RKDPaa8XuSI9zyZk4s,2026-12-03T17:51:00Z,2026-12-03T22:36:00Z,0,
alaska,Alaska Atmos Rewards,False,1.5,"AA1310, AA2423",economy,1,PHX,AA,9,True,True,07:24,12:21,477,17500,18.1,USD,18.1,cache:2026-06-27,262.5,280.6,50.0,39.75,0.0,0,18.0,352.35,False,418.1,,"Boeing 737-800, Boeing 737 MAX 8","T, T",36vYeXdRozNNaCcNGcgWbu0NMNN,38ZniTTUrKEgQsHxhsGrm4W04WI,2026-12-03T07:24:00Z,2026-12-03T12:21:00Z,0,
