source,program,used_default_cpp,cents_per_point,flight_numbers,cabin,stops,connections,carriers,remaining_seats,bookable,comparable,depart_time,arrive_time,duration_minutes,mileage_cost,taxes_amount,taxes_currency,taxes_usd,fx_source,points_value_usd,effective_usd,stop_penalty_usd,duration_penalty_usd,time_penalty_usd,next_day_penalty_usd,seat_credit_usd,score,expensive_flag,dynamic_price_threshold_usd,flags,aircraft,fare_classes,availability_id,trip_id,departs_at_raw,arrives_at_raw,alternate_count,alternates
aeroplan,Air Canada Aeroplan,False,1.1,"UA1931, UA3706",economy,1,ORD,UA,9,True,True,18:30,08:33 +1,663,15000,54.6,CAD,38.45,cache:2026-06-27,165.0,203.45,50.0,55.25,0.0,75.0,18.0,365.7,False,405.2,next_day_arrival,"Airbus A321neo, Embraer E175","X, X",37D1vVNA20tf1PesmFCgQPFWJK2,3BAKWlRYKDrydy5Jg5q56tpeikS,2026-12-11T18:30:00Z,2026-12-12T08:33:00Z,1,"Virgin Australia Velocity 19,000 + AUD 29.00"
aeroplan,Air Canada Aeroplan,False,1.1,"UA1931, UA5717",economy,1,ORD,UA,9,True,True,18:30,09:50 +1,740,15000,54.6,CAD,38.45,cache:2026-06-27,165.0,203.45,50.0,61.67,0.0,75.0,18.0,372.11,False,405.2,next_day_arrival,"Airbus A321neo, Embraer E175","X, X",37D1vVNA20tf1PesmFCgQPFWJK2,3BAKWmbPHM89DXI3CMPKV4iiAm9,2026-12-11T18:30:00Z,2026-12-12T09:50:00Z,0,
alaska,Alaska Atmos Rewards,False,1.5,"AA2411, AA1287",economy,1,PHX,AA,1,True,True,09:15,22:51,636,17500,23.7,USD,23.7,cache:2026-06-27,262.5,286.2,50.0,53.0,0.0,0,2.0,387.2,False,405.2,,"Airbus A320, Boeing 737-800","T, T",37HC7HH5pz8lBYLt15XcesiMRkP,38MIl3w2KaT9c96VOcNQFMEewJ4,2026-12-11T09:15:00Z,2026-12-11T22:51:00Z,0,
delta,Delta SkyMiles,False,1.2,DL1927,economy,0,,DL,9,True,True,14:25,22:00,275,33300,5.6,USD,5.6,cache:2026-06-27,399.6,405.2,0.0,22.92,0.0,0,18.0,410.12,False,405.2,,Boeing 737-900,NU,38GsMWFv0pDHw8VWtRCme9K5kgv,390xrg2SP0CunyhkWaOUv04wWhB,2026-12-11T14:25:00Z,2026-12-11T22:00:00Z,0,
united,United MileagePlus,False,1.2,"UA368, UA5717",economy,1,ORD,"UA, UA",2,True,True,23:30,09:50 +1,440,15000,5.6,USD,5.6,cache:2026-06-27,180.0,185.6,50.0,36.67,75.0,75.0,4.0,418.27,False,405.2,"next_day_arrival, late departure","Boeing 737 MAX 9, Embraer E175","X, X",3888wcxv2NLqUWsOibGx8H3QHRE,3FNLejz0SkeddzySzgubyibhOb7,2026-12-11T23:30:00Z,2026-12-12T09:50:00Z,0,
alaska,Alaska Atmos Rewards,False,1.5,"AA2614, AA6246",economy,1,ORD,AA,2,True,True,06:00,18:10,550,17500,18.1,USD,18.1,cache:2026-06-27,262.5,280.6,50.0,45.83,50.0,0,4.0,422.43,False,405.2,early departure,"Boeing 737-800, Bombardier CRJ700","T, T",37HC7HH5pz8lBYLt15XcesiMRkP,38MIlDd7x8mwkUlKiHQDjm2zVQq,2026-12-11T06:00:00Z,2026-12-11T18:10:00Z,0,
united,United MileagePlus,False,1.2,"UA705, UA6137",economy,1,IAD,"UA, UA",9,True,True,21:30,10:06 +1,576,22100,5.6,USD,5.6,cache:2026-06-27,265.2,270.8,50.0,48.0,0.0,75.0,18.0,425.8,False,405.2,next_day_arrival,"Boeing 737 MAX 9, Embraer E175","YN, YN",3888wcxv2NLqUWsOibGx8H3QHRE,3F4x23jVj20u6vDjJuNGJzuMcJ9,2026-12-11T21:30:00Z,2026-12-12T10:06:00Z,0,
alaska,Alaska Atmos Rewards,False,1.5,"AA3035, AA5636",economy,1,PHL,AA,9,True,True,21:36,10:36 +1,600,17500,18.1,USD,18.1,cache:2026-06-27,262.5,280.6,50.0,50.0,0.0,75.0,18.0,437.6,False,405.2,next_day_arrival,"Airbus A321neo/Lr/Xlr, Bombardier CRJ900","T, T",37HC7HH5pz8lBYLt15XcesiMRkP,3D0BFq3zt2pKwodqGR4ZueETurf,2026-12-11T21:36:00Z,2026-12-12T10:36:00Z,0,
alaska,Alaska Atmos Rewards,False,1.5,"AA1878, AA1297",economy,1,CLT,AA,1,True,True,07:15,18:52,517,22500,18.1,USD,18.1,cache:2026-06-27,337.5,355.6,50.0,43.08,0.0,0,2.0,446.68,False,405.2,,"Airbus A321, Airbus A319","T, T",37HC7HH5pz8lBYLt15XcesiMRkP,38MIl5IOSZFrkjoa43a0jFQywsw,2026-12-11T07:15:00Z,2026-12-11T18:52:00Z,0,
delta,Delta SkyMiles,False,1.2,DL772,economy,0,,DL,9,True,True,06:00,13:36,276,33300,5.6,USD,5.6,cache:2026-06-27,399.6,405.2,0.0,23.0,50.0,0,18.0,460.2,False,405.2,early departure,Boeing 737-900,NU,38GsMWFv0pDHw8VWtRCme9K5kgv,390xrgDqbxYN3SsiXituQWcw7hm,2026-12-11T06:00:00Z,2026-12-11T13:36:00Z,0,
united,United MileagePlus,False,1.2,"UA1124, UA5478",economy,1,ORD,"UA, UA",9,True,True,14:00,23:52,412,28600,5.6,USD,5.6,cache:2026-06-27,343.2,348.8,50.0,34.33,50.0,0,18.0,465.13,False,405.2,late arrival,"Boeing 757-300, Embraer E175","YN, YN",3888wcxv2NLqUWsOibGx8H3QHRE,3FNLem8ID4Iqp3pwbE82p149FkJ,2026-12-11T14:00:00Z,2026-12-11T23:52:00Z,0,
alaska,Alaska Atmos Rewards,False,1.5,"AA491, AA2374",economy,1,DFW,AA,9,True,True,17:00,10:50 +1,890,17500,23.7,USD,23.7,cache:2026-06-27,262.5,286.2,50.0,74.17,0.0,75.0,18.0,467.37,False,405.2,next_day_arrival,"Airbus A321, Boeing 737-800","T, T",37HC7HH5pz8lBYLt15XcesiMRkP,38MIlCKBft7rr6lTuyoGdPwkiBR,2026-12-11T17:00:00Z,2026-12-12T10:50:00Z,0,
alaska,Alaska Atmos Rewards,False,1.5,"AA825, AA2374",economy,1,DFW,AA,9,True,True,16:00,10:50 +1,950,17500,23.7,USD,23.7,cache:2026-06-27,262.5,286.2,50.0,79.17,0.0,75.0,18.0,472.37,False,405.2,next_day_arrival,"Boeing 737-800, Boeing 737-800","T, T",37HC7HH5pz8lBYLt15XcesiMRkP,3EzsnMtEh0tKNKvS42FDjpaUsVj,2026-12-11T16:00:00Z,2026-12-12T10:50:00Z,0,
delta,Delta SkyMiles,False,1.2,"DL1421, DL802",economy,1,LAX,"DL, DL",9,True,True,08:55,19:14,439,33300,5.6,USD,5.6,cache:2026-06-27,399.6,405.2,50.0,36.58,0.0,0,18.0,473.78,False,405.2,,"Boeing 737-800, 753","NU, NU",38GsMWFv0pDHw8VWtRCme9K5kgv,390xrhuphRfGIZK3R0IN7Az4awZ,2026-12-11T08:55:00Z,2026-12-11T19:14:00Z,0,
delta,Delta SkyMiles,False,1.2,"DL381, DL2736",economy,1,AUS,"DL, DL",9,True,True,09:53,20:38,465,33300,5.6,USD,5.6,cache:2026-06-27,399.6,405.2,50.0,38.75,0.0,0,18.0,475.95,False,405.2,,"Airbus A319, Airbus A319","NU, NU",38GsMWFv0pDHw8VWtRCme9K5kgv,390xrinIFTtoAcv3ZlNXA1wpPIy,2026-12-11T09:53:00Z,2026-12-11T20:38:00Z,0,
alaska,Alaska Atmos Rewards,False,1.5,"AA2553, AA5448",economy,1,PHL,AA,9,True,True,06:30,23:21,831,17500,23.7,USD,23.7,cache:2026-06-27,262.5,286.2,50.0,69.25,100.0,0,18.0,487.45,False,405.2,"early departure, late arrival","Airbus A321neo/Lr/Xlr, Bombardier CRJ900","T, T",37HC7HH5pz8lBYLt15XcesiMRkP,3DpmO5r2P6JlZKSFQZ0kXDZRNSn,2026-12-11T06:30:00Z,2026-12-11T23:21:00Z,0,
alaska,Alaska Atmos Rewards,False,1.5,"AA901, AA1673",economy,1,PHX,AA,9,True,True,18:15,16:27 +1,1152,17500,23.7,USD,23.7,cache:2026-06-27,262.5,286.2,50.0,96.0,0.0,75.0,18.0,489.2,False,405.2,next_day_arrival,"Airbus A321, Boeing 737-800","T, T",37HC7HH5pz8lBYLt15XcesiMRkP,3D0BFmqu30kxd8e6vvJI1mUdfcX,2026-12-11T18:15:00Z,2026-12-12T16:27:00Z,0,
united,United MileagePlus,False,1.2,"UA2111, UA6137",economy,1,IAD,"UA, UA",9,True,True,22:55,10:06 +1,491,22100,5.6,USD,5.6,cache:2026-06-27,265.2,270.8,50.0,40.92,75.0,75.0,18.0,493.72,False,405.2,"next_day_arrival, late departure","Boeing 737 MAX 9, Embraer E175","YN, YN",3888wcxv2NLqUWsOibGx8H3QHRE,3F4x228pQAempb7vZVq2cV2owK6,2026-12-11T22:55:00Z,2026-12-12T10:06:00Z,0,
united,United MileagePlus,False,1.2,"UA2837, UA6137",economy,1,IAD,"UA, UA",9,True,True,22:35,10:06 +1,511,22100,5.6,USD,5.6,cache:2026-06-27,265.2,270.8,50.0,42.58,75.0,75.0,18.0,495.38,False,405.2,"next_day_arrival, late departure","Boeing 737 MAX 9, Embraer E175","YN, YN",3888wcxv2NLqUWsOibGx8H3QHRE,3F4x1x99JkoPXTeEFhKTLHp9yqM,2026-12-11T22:35:00Z,2026-12-12T10:06:00Z,0,
united,United MileagePlus,False,1.2,"UA2278, UA5717",economy,1,ORD,"UA, UA",9,True,True,22:45,09:50 +1,485,22500,5.6,USD,5.6,cache:2026-06-27,270.0,275.6,50.0,40.42,75.0,75.0,18.0,498.02,False,405.2,"next_day_arrival, late departure","Airbus A321neo, Embraer E175","YN, YN",3888wcxv2NLqUWsOibGx8H3QHRE,3FNLeog4K8XECQlkZcWl6bwE9WS,2026-12-11T22:45:00Z,2026-12-12T09:50:00Z,0,
