source,program,used_default_cpp,cents_per_point,flight_numbers,cabin,stops,connections,carriers,remaining_seats,bookable,comparable,depart_time,arrive_time,duration_minutes,mileage_cost,taxes_amount,taxes_currency,taxes_usd,fx_source,points_value_usd,effective_usd,stop_penalty_usd,duration_penalty_usd,time_penalty_usd,next_day_penalty_usd,seat_credit_usd,score,expensive_flag,dynamic_price_threshold_usd,flags,aircraft,fare_classes,availability_id,trip_id,departs_at_raw,arrives_at_raw,alternate_count,alternates
delta,Delta SkyMiles,False,1.2,DL1927,economy,0,,DL,3,True,True,14:25,22:00,275,35800,5.6,USD,5.6,cache:2026-06-27,429.6,435.2,0.0,22.92,0.0,0,6.0,452.12,False,573.7,,Boeing 737-900,NU,38lv4uAV1fWObnXSKRFxtr6vR3j,390vr21mPl5nz4V95OwOWSGzMoS,2026-12-22T14:25:00Z,2026-12-22T22:00:00Z,0,
delta,Delta SkyMiles,False,1.2,DL772,economy,0,,DL,9,True,True,06:00,13:36,276,35800,5.6,USD,5.6,cache:2026-06-27,429.6,435.2,0.0,23.0,50.0,0,18.0,490.2,False,573.7,early departure,Boeing 737-900,NU,38lv4uAV1fWObnXSKRFxtr6vR3j,390vr3jBXRUY8pMzmJ3SRN0bbYB,2026-12-22T06:00:00Z,2026-12-22T13:36:00Z,0,
delta,Delta SkyMiles,False,1.2,"DL2078, DL1484",economy,1,MSP,"DL, DL",3,True,True,11:40,22:33,473,35800,5.6,USD,5.6,cache:2026-06-27,429.6,435.2,50.0,39.42,0.0,0,6.0,518.62,False,573.7,,"Boeing 737-900, Airbus A319","NU, NU",38lv4uAV1fWObnXSKRFxtr6vR3j,3CDj9JhGtKJrT3gUhDITcEMWEAb,2026-12-22T11:40:00Z,2026-12-22T22:33:00Z,0,
delta,Delta SkyMiles,False,1.2,"DL2178, DL1519",economy,1,MSP,"DL, DL",9,True,True,06:15,15:29,374,35800,5.6,USD,5.6,cache:2026-06-27,429.6,435.2,50.0,31.17,50.0,0,18.0,548.37,False,573.7,early departure,"Airbus A320, Boeing 737-900","NU, NU",38lv4uAV1fWObnXSKRFxtr6vR3j,3F6uS4i0JMnJuA3rm00HqDvSLlB,2026-12-22T06:15:00Z,2026-12-22T15:29:00Z,0,
delta,Delta SkyMiles,False,1.2,"DL1356, DL533",economy,1,SEA,"DL, DL",9,True,True,10:31,23:18,587,35800,5.6,USD,5.6,cache:2026-06-27,429.6,435.2,50.0,48.92,50.0,0,18.0,566.12,False,573.7,late arrival,"Airbus A220, Boeing 737-900","NU, NU",38lv4uAV1fWObnXSKRFxtr6vR3j,3CDj9H7I6ZHW9Ww0GXjEzK6znZF,2026-12-22T10:31:00Z,2026-12-22T23:18:00Z,0,
delta,Delta SkyMiles,False,1.2,"DL570, DL2067",economy,1,ATL,"DL, DL",7,True,True,06:00,18:48,588,35800,5.6,USD,5.6,cache:2026-06-27,429.6,435.2,50.0,49.0,50.0,0,14.0,570.2,False,573.7,early departure,"Boeing 737-900, Airbus A321","NU, NU",38lv4uAV1fWObnXSKRFxtr6vR3j,3CDj9HtbPNTCgNuvpoee1FGwZbo,2026-12-22T06:00:00Z,2026-12-22T18:48:00Z,0,
delta,Delta SkyMiles,False,1.2,DL335,economy,0,,DL,9,True,True,22:45,06:20 +1,275,35800,5.6,USD,5.6,cache:2026-06-27,429.6,435.2,0.0,22.92,75.0,75.0,18.0,590.12,False,573.7,"next_day_arrival, late departure",Boeing 737-900,NU,38lv4uAV1fWObnXSKRFxtr6vR3j,390vr25T4n1S7Ht4dqQ9eE8DMDh,2026-12-22T22:45:00Z,2026-12-23T06:20:00Z,0,
delta,Delta SkyMiles,False,1.2,"DL2789, DL1433",economy,1,MSP,"DL, DL",5,True,True,00:40,11:39,479,35800,5.6,USD,5.6,cache:2026-06-27,429.6,435.2,50.0,39.92,100.0,0,10.0,615.12,False,573.7,very early departure,"Boeing 737-900, Airbus A319","NU, NU",38lv4uAV1fWObnXSKRFxtr6vR3j,39JEqqFEa6nAIVHp7iizPRY8EmG,2026-12-22T00:40:00Z,2026-12-22T11:39:00Z,0,
alaska,Alaska Atmos Rewards,False,1.5,"AS591, AS329",economy,1,SEA,AS,9,True,True,16:44,05:18 +1,574,32500,5.6,USD,5.6,cache:2026-06-27,487.5,493.1,50.0,47.83,0.0,75.0,18.0,647.93,False,573.7,next_day_arrival,"Boeing 737-900, Boeing 737-900","S, S",37oCmulR8nrbBqqstLkcTAotpT5,3A3Jd7A9duUxKwPG0Iuqq0SyLVD,2026-12-22T16:44:00Z,2026-12-23T05:18:00Z,0,
delta,Delta SkyMiles,False,1.2,"DL570, DL1005",economy,1,ATL,"DL, DL",9,True,True,06:00,17:09,489,44400,5.6,USD,5.6,cache:2026-06-27,532.8,538.4,50.0,40.75,50.0,0,18.0,661.15,False,573.7,early departure,"Boeing 737-900, Airbus A321","NL, NL",38lv4uAV1fWObnXSKRFxtr6vR3j,390vr3KCqZZ8WRLmIf57fHrUHAZ,2026-12-22T06:00:00Z,2026-12-22T17:09:00Z,0,
