source,program,used_default_cpp,cents_per_point,flight_numbers,cabin,stops,connections,carriers,remaining_seats,bookable,comparable,depart_time,arrive_time,duration_minutes,mileage_cost,taxes_amount,taxes_currency,taxes_usd,fx_source,points_value_usd,effective_usd,stop_penalty_usd,duration_penalty_usd,time_penalty_usd,next_day_penalty_usd,seat_credit_usd,score,expensive_flag,dynamic_price_threshold_usd,flags,aircraft,fare_classes,availability_id,trip_id,departs_at_raw,arrives_at_raw
united,United MileagePlus,False,1.2,"UA4754, UA1116",economy,1,ORD,"UA, UA",0,False,True,05:45,10:33,468,19900,5.6,USD,5.6,cache:2026-06-27,238.8,244.4,50.0,39.0,100.0,0,0.0,433.4,False,411.2,"not_enough_seats, very early departure","Embraer E175, Boeing 737 MAX 9","YN, YN",39MwpvKjMN8rIWUUJzWbT7JhIzC,3FSweGZ5w9HzKjnlboIrvZgGVHu,2027-01-08T05:45:00Z,2027-01-08T10:33:00Z
united,United MileagePlus,False,1.2,"UA4754, UA2610",economy,1,ORD,"UA, UA",0,False,True,05:45,11:31,526,19900,5.6,USD,5.6,cache:2026-06-27,238.8,244.4,50.0,43.83,100.0,0,0.0,438.23,False,411.2,"not_enough_seats, very early departure","Embraer E175, Boeing 757-300","YN, YN",39MwpvKjMN8rIWUUJzWbT7JhIzC,3FSweFoMEy508V8aaS8VMeJpOwd,2027-01-08T05:45:00Z,2027-01-08T11:31:00Z
alaska,Alaska Atmos Rewards,False,1.5,"AA5338, AA3079",economy,1,PHL,AA,9,True,True,06:00,19:31,991,17500,23.7,USD,23.7,cache:2026-06-27,262.5,286.2,50.0,82.58,50.0,0,18.0,450.78,False,411.2,early departure,"Bombardier CRJ900, Airbus A321neo/Lr/Xlr","T, T",38XoBX8DDYyxbIbGRXfegFbCcDG,3D0C9zTfhwMbR7nEupI9LCoCCKz,2027-01-08T06:00:00Z,2027-01-08T19:31:00Z
american,American AAdvantage,False,2.0,"AA5338, AA824, AS1403",economy,2,"PHL, LAX","AA, AA, AS",0,False,True,06:00,14:55,715,12500,5.6,USD,5.6,cache:2026-06-27,250.0,255.6,100.0,59.58,50.0,0,0.0,465.18,False,411.2,"not_enough_seats, exceeds_preferred_stops, early departure","Bombardier CRJ900, Airbus A321neo/Lr/Xlr, Boeing 737-900",,39Y9BwKEg1QpiX2DJTpWRTBHjlP,3CECZcq13gkZKoelZlCxCi31E44,2027-01-08T06:00:00Z,2027-01-08T14:55:00Z
american,American AAdvantage,False,2.0,"AA5444, AA1200, AA1253",business,2,"DCA, ORD","AA, AA, AA",0,False,True,06:00,14:36,696,150000,5.6,USD,5.6,cache:2026-06-27,3000.0,3005.6,100.0,58.0,50.0,0,0.0,3213.6,False,957.2,"not_enough_seats, exceeds_preferred_stops, early departure","Bombardier CRJ900, Airbus A319, Boeing 737-800",,39Y9BwKEg1QpiX2DJTpWRTBHjlP,3FTCinEhWo0lCeR6T2F4TQXlKWM,2027-01-08T06:00:00Z,2027-01-08T14:36:00Z
american,American AAdvantage,False,2.0,"AA5444, AA1200, AA1253",economy,2,"DCA, ORD","AA, AA, AA",0,False,True,06:00,14:36,696,9500,5.6,USD,5.6,cache:2026-06-27,190.0,195.6,100.0,58.0,50.0,0,0.0,403.6,False,411.2,"not_enough_seats, exceeds_preferred_stops, early departure","Bombardier CRJ900, Airbus A319, Boeing 737-800",,39Y9BwKEg1QpiX2DJTpWRTBHjlP,3FTCioPlUVltMbwUrjsDXSC9InC,2027-01-08T06:00:00Z,2027-01-08T14:36:00Z
american,American AAdvantage,False,2.0,"AA5444, AS5, AS1403",business,2,"DCA, LAX","AA, AS, AS",0,False,True,06:00,14:55,715,54000,5.6,USD,5.6,cache:2026-06-27,1080.0,1085.6,100.0,59.58,50.0,0,0.0,1295.18,False,957.2,"not_enough_seats, exceeds_preferred_stops, early departure","Bombardier CRJ900, Boeing 737-800, Boeing 737-900",,39Y9BwKEg1QpiX2DJTpWRTBHjlP,3FTCin4kVNVWq1QBVUIIcfZ0fb6,2027-01-08T06:00:00Z,2027-01-08T14:55:00Z
american,American AAdvantage,False,2.0,"AA5444, AS5, AS1403",economy,2,"DCA, LAX","AA, AS, AS",0,False,True,06:00,14:55,715,26000,5.6,USD,5.6,cache:2026-06-27,520.0,525.6,100.0,59.58,50.0,0,0.0,735.18,False,411.2,"not_enough_seats, exceeds_preferred_stops, early departure","Bombardier CRJ900, Boeing 737-800, Boeing 737-900",,39Y9BwKEg1QpiX2DJTpWRTBHjlP,3FTCipe37XtP5QUEFU8k9uoRzIs,2027-01-08T06:00:00Z,2027-01-08T14:55:00Z
alaska,Alaska Atmos Rewards,False,1.5,"AA5444, AS7",economy,1,DCA,"AA, AS",9,True,True,06:00,21:56,1136,17500,23.7,USD,23.7,cache:2026-06-27,262.5,286.2,50.0,94.67,50.0,0,18.0,462.87,False,411.2,early departure,"Bombardier CRJ900, Boeing 737-800","T, T",38XoBX8DDYyxbIbGRXfegFbCcDG,3D0CA0qd34gf8SPIdHlT5f96iBe,2027-01-08T06:00:00Z,2027-01-08T21:56:00Z
american,American AAdvantage,False,2.0,"AA4477, AA3234, AA1253",business,2,"LGA, ORD","AA, AA, AA",0,False,True,06:05,14:36,691,150000,5.6,USD,5.6,cache:2026-06-27,3000.0,3005.6,100.0,57.58,50.0,0,0.0,3213.18,False,957.2,"not_enough_seats, exceeds_preferred_stops, early departure","Embraer E175, Boeing 737-800, Boeing 737-800",,39Y9BwKEg1QpiX2DJTpWRTBHjlP,3AX9aOQtqVQJBKjWyUnbJw73KmV,2027-01-08T06:05:00Z,2027-01-08T14:36:00Z
