source,program,used_default_cpp,cents_per_point,flight_numbers,cabin,stops,connections,carriers,remaining_seats,bookable,comparable,depart_time,arrive_time,duration_minutes,mileage_cost,taxes_amount,taxes_currency,taxes_usd,fx_source,points_value_usd,effective_usd,stop_penalty_usd,duration_penalty_usd,time_penalty_usd,next_day_penalty_usd,seat_credit_usd,score,expensive_flag,dynamic_price_threshold_usd,flags,aircraft,fare_classes,availability_id,trip_id,departs_at_raw,arrives_at_raw
american,American AAdvantage,False,2.0,"AA1476, AA3195",business,1,CLT,"AA, AA",0,False,True,00:22,11:11,469,100000,5.6,USD,5.6,cache:2026-06-27,2000.0,2005.6,50.0,39.08,100.0,0,0.0,2194.68,False,1319.5,"not_enough_seats, very early departure","Airbus A321, Airbus A320",,38oisnUNEhISxKmob6d37ofj8Du,3AhFcYFeulBRORuUMho0Nb7KnBn,2026-12-23T00:22:00Z,2026-12-23T11:11:00Z
american,American AAdvantage,False,2.0,"AA1476, AA3195",economy,1,CLT,"AA, AA",0,False,True,00:22,11:11,469,78000,5.6,USD,5.6,cache:2026-06-27,1560.0,1565.6,50.0,39.08,100.0,0,0.0,1754.68,False,593.6,"not_enough_seats, very early departure","Airbus A321, Airbus A320",,38oisnUNEhISxKmob6d37ofj8Du,3AhFcTwjUmR4PRNmBocPJbMNTXR,2026-12-23T00:22:00Z,2026-12-23T11:11:00Z
delta,Delta SkyMiles,False,1.2,"DL2789, DL1433",business,1,MSP,"DL, DL",6,True,True,00:40,11:39,479,64000,5.6,USD,5.6,cache:2026-06-27,768.0,773.6,50.0,39.92,100.0,0,12.0,951.52,False,1319.5,very early departure,"Boeing 737-900, Airbus A319","OZ, OZ",38oj1w23bOuAhYYqXy2kuWbX1rl,3AhFdYiSZdmgIPBwSm5a6oJszsh,2026-12-23T00:40:00Z,2026-12-23T11:39:00Z
delta,Delta SkyMiles,False,1.2,"DL2789, DL1433",economy,1,MSP,"DL, DL",9,True,True,00:40,11:39,479,35800,5.6,USD,5.6,cache:2026-06-27,429.6,435.2,50.0,39.92,100.0,0,18.0,607.12,False,593.6,very early departure,"Boeing 737-900, Airbus A319","NU, NU",38oj1w23bOuAhYYqXy2kuWbX1rl,3AhFdV5GO1I1CiZIry4n9FibaTR,2026-12-23T00:40:00Z,2026-12-23T11:39:00Z
american,American AAdvantage,False,2.0,"AA6404, AA1673",business,1,PHX,"AA, AA",0,False,True,06:00,16:12,432,136500,5.6,USD,5.6,cache:2026-06-27,2730.0,2735.6,50.0,36.0,50.0,0,0.0,2871.6,False,1319.5,"not_enough_seats, early departure","Embraer E175, Boeing 737 MAX 8",,38oisnUNEhISxKmob6d37ofj8Du,39sKnN6LRlH1LgbcrgjLUFaHbAe,2026-12-23T06:00:00Z,2026-12-23T16:12:00Z
american,American AAdvantage,False,2.0,"AA6404, AA1673",economy,1,PHX,"AA, AA",0,False,True,06:00,16:12,432,60000,5.6,USD,5.6,cache:2026-06-27,1200.0,1205.6,50.0,36.0,50.0,0,0.0,1341.6,False,593.6,"not_enough_seats, early departure","Embraer E175, Boeing 737 MAX 8",,38oisnUNEhISxKmob6d37ofj8Du,39sKnGmfrQU8cgN7Iu1t3bjNyq7,2026-12-23T06:00:00Z,2026-12-23T16:12:00Z
delta,Delta SkyMiles,False,1.2,"DL570, DL1005",economy,1,ATL,"DL, DL",9,True,True,06:00,17:09,489,35800,5.6,USD,5.6,cache:2026-06-27,429.6,435.2,50.0,40.75,50.0,0,18.0,557.95,False,593.6,early departure,"Boeing 737-900, Airbus A321","NU, NU",38oj1w23bOuAhYYqXy2kuWbX1rl,3AhFdTEKhKQ5x8zMUYwCaENtK1h,2026-12-23T06:00:00Z,2026-12-23T17:09:00Z
delta,Delta SkyMiles,False,1.2,"DL570, DL2067",economy,1,ATL,"DL, DL",9,True,True,06:00,18:48,588,35800,5.6,USD,5.6,cache:2026-06-27,429.6,435.2,50.0,49.0,50.0,0,18.0,566.2,False,593.6,early departure,"Boeing 737-900, Airbus A321","NU, NU",38oj1w23bOuAhYYqXy2kuWbX1rl,3EzsoORZAPOxGW2u7u7x23NHQHA,2026-12-23T06:00:00Z,2026-12-23T18:48:00Z
delta,Delta SkyMiles,False,1.2,DL772,economy,0,,DL,9,True,True,06:00,13:36,276,35800,5.6,USD,5.6,cache:2026-06-27,429.6,435.2,0.0,23.0,50.0,0,18.0,490.2,False,593.6,early departure,Boeing 737-900,NU,38oj1w23bOuAhYYqXy2kuWbX1rl,3AhFdYOc6RilLnWEqJvOUy7GAJH,2026-12-23T06:00:00Z,2026-12-23T13:36:00Z
delta,Delta SkyMiles,False,1.2,"DL2721, DL1706",business,1,SEA,"DL, DL",7,True,True,06:05,19:10,605,101400,5.6,USD,5.6,cache:2026-06-27,1216.8,1222.4,50.0,50.42,50.0,0,14.0,1358.82,False,1319.5,early departure,"Boeing 737-800, Boeing 737-900","OD, OD",38oj1w23bOuAhYYqXy2kuWbX1rl,3EzsoNMyDRzpT79sSa4ZKQnFRAh,2026-12-23T06:05:00Z,2026-12-23T19:10:00Z
delta,Delta SkyMiles,False,1.2,"DL2721, DL1706",economy,1,SEA,"DL, DL",9,True,True,06:05,19:10,605,49000,5.6,USD,5.6,cache:2026-06-27,588.0,593.6,50.0,50.42,50.0,0,18.0,726.02,False,593.6,early departure,"Boeing 737-800, Boeing 737-900","NK, NK",38oj1w23bOuAhYYqXy2kuWbX1rl,3EzsoPz91YZw7N040LODIIDsgpZ,2026-12-23T06:05:00Z,2026-12-23T19:10:00Z
delta,Delta SkyMiles,False,1.2,"DL2178, DL1519",business,1,MSP,"DL, DL",6,True,True,06:15,15:29,374,79100,5.6,USD,5.6,cache:2026-06-27,949.2,954.8,50.0,31.17,50.0,0,12.0,1073.97,False,1319.5,early departure,"Airbus A320, Boeing 737-900","OI, OI",38oj1w23bOuAhYYqXy2kuWbX1rl,3FNs2XygnWUkDvXPUb2hxXybo2i,2026-12-23T06:15:00Z,2026-12-23T15:29:00Z
delta,Delta SkyMiles,False,1.2,"DL2178, DL1519",economy,1,MSP,"DL, DL",9,True,True,06:15,15:29,374,35800,5.6,USD,5.6,cache:2026-06-27,429.6,435.2,50.0,31.17,50.0,0,18.0,548.37,False,593.6,early departure,"Airbus A320, Boeing 737-900","NU, NU",38oj1w23bOuAhYYqXy2kuWbX1rl,3FNs2XCVTgXHDrPzw0s291fDkkn,2026-12-23T06:15:00Z,2026-12-23T15:29:00Z
american,American AAdvantage,False,2.0,"AA3047, AA245",business,1,DFW,"AA, AA",0,False,True,06:37,17:45,488,95000,5.6,USD,5.6,cache:2026-06-27,1900.0,1905.6,50.0,40.67,50.0,0,0.0,2046.27,False,1319.5,"not_enough_seats, early departure","Airbus A321, Airbus A321",,38oisnUNEhISxKmob6d37ofj8Du,3DvPIxuFcBG80cjLph2GRA7vfM8,2026-12-23T06:37:00Z,2026-12-23T17:45:00Z
