source,program,used_default_cpp,cents_per_point,flight_numbers,cabin,stops,connections,carriers,remaining_seats,bookable,comparable,depart_time,arrive_time,duration_minutes,mileage_cost,taxes_amount,taxes_currency,taxes_usd,fx_source,points_value_usd,effective_usd,stop_penalty_usd,duration_penalty_usd,time_penalty_usd,next_day_penalty_usd,seat_credit_usd,score,expensive_flag,dynamic_price_threshold_usd,flags,aircraft,fare_classes,availability_id,trip_id,departs_at_raw,arrives_at_raw,alternate_count,alternates
aeroplan,Air Canada Aeroplan,False,1.1,"UA301, UA1915",economy,1,DEN,UA,9,True,True,20:52,15:14 +1,922,15000,54.6,CAD,38.45,cache:2026-06-27,165.0,203.45,50.0,76.83,0.0,75.0,18.0,387.28,False,411.2,next_day_arrival,"Boeing 737 MAX 9, Airbus A320","X, X",38lv435BkvjL4sIthYo0bIQxaQg,3BAKkvs7XsSSypE3bIs29acx8Zo,2027-01-15T20:52:00Z,2027-01-16T15:14:00Z,0,
delta,Delta SkyMiles,False,1.2,DL361,economy,0,,DL,9,True,True,11:35,19:11,276,33800,5.6,USD,5.6,cache:2026-06-27,405.6,411.2,0.0,23.0,0.0,0,18.0,416.2,False,411.2,,Boeing 737-900,NU,39ryc37IULgjXr15xcdudgK7Fea,3CDhS9qAO5k3dnxw7IbVTJ5FaiJ,2027-01-15T11:35:00Z,2027-01-15T19:11:00Z,0,
delta,Delta SkyMiles,False,1.2,DL772,economy,0,,DL,9,True,True,06:00,13:36,276,33800,5.6,USD,5.6,cache:2026-06-27,405.6,411.2,0.0,23.0,50.0,0,18.0,466.2,False,411.2,early departure,Boeing 737-900,NU,39ryc37IULgjXr15xcdudgK7Fea,3CDhS4s6Wj0MEBpVH6CUrq1X4ax,2027-01-15T06:00:00Z,2027-01-15T13:36:00Z,0,
delta,Delta SkyMiles,False,1.2,"DL381, DL2736",economy,1,AUS,"DL, DL",9,True,True,09:53,20:38,465,33800,5.6,USD,5.6,cache:2026-06-27,405.6,411.2,50.0,38.75,0.0,0,18.0,481.95,False,411.2,,"Airbus A319, Airbus A319","NU, NU",39ryc37IULgjXr15xcdudgK7Fea,3CDhS3pqrKntuEwhewbj0MXs4zA,2027-01-15T09:53:00Z,2027-01-15T20:38:00Z,0,
delta,Delta SkyMiles,False,1.2,"DL2078, DL1484",economy,1,MSP,"DL, DL",9,True,True,11:40,22:33,473,33800,5.6,USD,5.6,cache:2026-06-27,405.6,411.2,50.0,39.42,0.0,0,18.0,482.62,False,411.2,,"Boeing 737-900, Airbus A321","NU, NU",39ryc37IULgjXr15xcdudgK7Fea,3CDhS3XUAIBhL4THepfVtpnAgpx,2027-01-15T11:40:00Z,2027-01-15T22:33:00Z,0,
delta,Delta SkyMiles,False,1.2,"DL1421, DL802",economy,1,LAX,"DL, DL",4,True,True,08:55,19:14,439,33800,5.6,USD,5.6,cache:2026-06-27,405.6,411.2,50.0,36.58,0.0,0,8.0,489.78,False,411.2,,"Boeing 737-800, Boeing 737-900","NU, NU",39ryc37IULgjXr15xcdudgK7Fea,3CDhS6c5qvxPLP8JM1m9mpoPhqx,2027-01-15T08:55:00Z,2027-01-15T19:14:00Z,0,
delta,Delta SkyMiles,False,1.2,"DL2178, DL1519",economy,1,MSP,"DL, DL",9,True,True,06:15,15:30,375,33800,5.6,USD,5.6,cache:2026-06-27,405.6,411.2,50.0,31.25,50.0,0,18.0,524.45,False,411.2,early departure,"Boeing 737-900, Airbus A321","NU, NU",39ryc37IULgjXr15xcdudgK7Fea,3CDhSB4GCtTZPjhxPNzmXVxukXU,2027-01-15T06:15:00Z,2027-01-15T15:30:00Z,0,
delta,Delta SkyMiles,False,1.2,"DL2272, DL708",economy,1,LAX,"DL, DL",9,True,True,13:00,23:06,426,33800,5.6,USD,5.6,cache:2026-06-27,405.6,411.2,50.0,35.5,50.0,0,18.0,528.7,False,411.2,late arrival,"Boeing 737-800, Airbus A320","NU, NU",39ryc37IULgjXr15xcdudgK7Fea,3CDhS67nW3bKF6jzUJn8RBKzwIE,2027-01-15T13:00:00Z,2027-01-15T23:06:00Z,0,
delta,Delta SkyMiles,False,1.2,"DL570, DL1005",economy,1,ATL,"DL, DL",9,True,True,06:00,17:09,489,33800,5.6,USD,5.6,cache:2026-06-27,405.6,411.2,50.0,40.75,50.0,0,18.0,533.95,False,411.2,early departure,"Boeing 737-900, Airbus A321","NU, NU",39ryc37IULgjXr15xcdudgK7Fea,3CDhS58guK4155zTUchcDBwZX65,2027-01-15T06:00:00Z,2027-01-15T17:09:00Z,0,
delta,Delta SkyMiles,False,1.2,"DL1715, DL708",economy,1,LAX,"DL, DL",9,True,True,11:05,23:06,541,33800,5.6,USD,5.6,cache:2026-06-27,405.6,411.2,50.0,45.08,50.0,0,18.0,538.28,False,411.2,late arrival,"Boeing 737-800, Airbus A320","NU, NU",39ryc37IULgjXr15xcdudgK7Fea,3CDhS4T6XWHhkKdZIWirhUiR09Y,2027-01-15T11:05:00Z,2027-01-15T23:06:00Z,0,
