source,program,used_default_cpp,cents_per_point,flight_numbers,cabin,stops,connections,carriers,remaining_seats,bookable,comparable,depart_time,arrive_time,duration_minutes,mileage_cost,taxes_amount,taxes_currency,taxes_usd,fx_source,points_value_usd,effective_usd,stop_penalty_usd,duration_penalty_usd,time_penalty_usd,next_day_penalty_usd,seat_credit_usd,score,expensive_flag,dynamic_price_threshold_usd,flags,aircraft,fare_classes,availability_id,trip_id,departs_at_raw,arrives_at_raw,alternate_count,alternates
virginatlantic,Virgin Atlantic Flying Club,False,1.0,DL1327,economy,0,,DL,8,True,True,20:20,22:39,319,22000,5.6,USD,5.6,cache:2026-06-27,220.0,225.6,0.0,26.58,0.0,0,16.0,236.18,False,428.0,,Boeing 737-900,N,38V5R1rEzmeYdy0EfQjhpMebLUh,3FcV93esjKGEoP7iG6v6kIJG0vE,2026-12-16T20:20:00Z,2026-12-16T22:39:00Z,1,"Delta SkyMiles 32,100 + USD 5.60"
united,United MileagePlus,False,1.2,UA1550,economy,0,,UA,9,True,True,07:00,09:23,323,23600,5.6,USD,5.6,cache:2026-06-27,283.2,288.8,0.0,26.92,0.0,0,18.0,297.72,False,428.0,,Airbus A319,YN,38Jp5pBd3daE8gO480orGyzBApT,39iQIEKMxgqSxYnp1DuzC5zNsDw,2026-12-16T07:00:00Z,2026-12-16T09:23:00Z,0,
alaska,Alaska Atmos Rewards,False,1.5,"AA1673, AA2427",economy,1,PHX,AA,9,True,True,17:51,22:36,465,17500,18.1,USD,18.1,cache:2026-06-27,262.5,280.6,50.0,38.75,0.0,0,18.0,351.35,False,428.0,,"Boeing 737-800, Boeing 737-800","T, T",37WvqoDrmsFZtxaksIzmWDEd23E,38ZoWBZhisqJmM9iBCYAli2Cx1f,2026-12-16T17:51:00Z,2026-12-16T22:36:00Z,0,
alaska,Alaska Atmos Rewards,False,1.5,"AA1310, AA2423",economy,1,PHX,AA,7,True,True,07:24,12:21,477,17500,18.1,USD,18.1,cache:2026-06-27,262.5,280.6,50.0,39.75,0.0,0,14.0,356.35,False,428.0,,"Boeing 737-800, Boeing 737 MAX 8","T, T",37WvqoDrmsFZtxaksIzmWDEd23E,3FKK1IpycpaTUseqtoWv9rORl4B,2026-12-16T07:24:00Z,2026-12-16T12:21:00Z,0,
alaska,Alaska Atmos Rewards,False,1.5,"AA244, AA701",economy,1,DFW,AA,2,True,True,09:50,17:20,630,17500,18.1,USD,18.1,cache:2026-06-27,262.5,280.6,50.0,52.5,0.0,0,4.0,379.1,False,428.0,,"Airbus A321, Airbus A321","T, T",37WvqoDrmsFZtxaksIzmWDEd23E,3FVS7jNOptd18AnO9Fwpfnj1eAQ,2026-12-16T09:50:00Z,2026-12-16T17:20:00Z,0,
delta,Delta SkyMiles,False,1.2,DL469,economy,0,,DL,9,True,True,12:15,14:27,312,32100,5.6,USD,5.6,cache:2026-06-27,385.2,390.8,0.0,26.0,0.0,0,18.0,398.8,False,428.0,,Boeing 737-900,NU,38V5jHQdO1LTHEQKzLxFx6tXM6l,39kW1U5NowSzRxPRzoqmfVp9sWJ,2026-12-16T12:15:00Z,2026-12-16T14:27:00Z,0,
delta,Delta SkyMiles,False,1.2,DL442,economy,0,,DL,9,True,True,16:35,18:48,313,32100,5.6,USD,5.6,cache:2026-06-27,385.2,390.8,0.0,26.08,0.0,0,18.0,398.88,False,428.0,,Boeing 737-900,NU,38V5jHQdO1LTHEQKzLxFx6tXM6l,39kW1T6nEBIhP1Z1UTolJzGzx9d,2026-12-16T16:35:00Z,2026-12-16T18:48:00Z,0,
delta,Delta SkyMiles,False,1.2,DL361,economy,0,,DL,9,True,True,08:25,10:43,318,32100,5.6,USD,5.6,cache:2026-06-27,385.2,390.8,0.0,26.5,0.0,0,18.0,399.3,False,428.0,,Boeing 737-900,NU,38V5jHQdO1LTHEQKzLxFx6tXM6l,39kW1Q0kYZKgpVePUOLA5pzAHgv,2026-12-16T08:25:00Z,2026-12-16T10:43:00Z,0,
united,United MileagePlus,False,1.2,"UA2302, UA1561",economy,1,DEN,"UA, UA",9,True,True,08:55,13:09,434,28900,5.6,USD,5.6,cache:2026-06-27,346.8,352.4,50.0,36.17,0.0,0,18.0,420.57,False,428.0,,"Airbus A320, Airbus A321neo","YN, YN",38Jp5pBd3daE8gO480orGyzBApT,39iQIFGVtVfpgcu5kPXk9GPG2TD,2026-12-16T08:55:00Z,2026-12-16T13:09:00Z,0,
united,United MileagePlus,False,1.2,"UA5865, UA1577",economy,1,ORD,"UA, UA",9,True,True,12:35,17:21,466,28800,5.6,USD,5.6,cache:2026-06-27,345.6,351.2,50.0,38.83,0.0,0,18.0,422.03,False,428.0,,"Embraer E175, Airbus A321neo","YN, YN",38Jp5pBd3daE8gO480orGyzBApT,3FKKP7XMLVVuzZLCE7LmbHFTEOB,2026-12-16T12:35:00Z,2026-12-16T17:21:00Z,0,
