source,program,used_default_cpp,cents_per_point,flight_numbers,cabin,stops,connections,carriers,remaining_seats,bookable,comparable,depart_time,arrive_time,duration_minutes,mileage_cost,taxes_amount,taxes_currency,taxes_usd,fx_source,points_value_usd,effective_usd,stop_penalty_usd,duration_penalty_usd,time_penalty_usd,next_day_penalty_usd,seat_credit_usd,score,expensive_flag,dynamic_price_threshold_usd,flags,aircraft,fare_classes,availability_id,trip_id,departs_at_raw,arrives_at_raw
american,american,True,2.0,"AA1476, AA3195",business,1,CLT,"AA, AA",0,False,True,00:27,11:13,466,60500,5.6,USD,5.6,cache:2026-06-11,1210.0,1215.6,50.0,38.83,100.0,0,0.0,1404.43,False,761.6,"default_cpp, not_enough_seats, very early departure","Airbus A321, Airbus A320",,373coFIXBMiFIuIQaVYImATCMzv,37Ehyg2Uh5DOc13ruCn4cGv6gTJ,2026-11-14T00:27:00Z,2026-11-14T11:13:00Z
alaska,Alaska Atmos Rewards,False,1.5,"AA1476, AA3195",economy,1,CLT,AA,9,True,True,00:27,11:13,466,22500,18.1,USD,18.1,cache:2026-06-11,337.5,355.6,50.0,38.83,100.0,0,18.0,526.43,False,394.52,very early departure,"Airbus A321, Airbus A320","T, T",364opGqqqxOXDZBbDmwIKmgpujI,376ylgid5lG5GV7F4I3mWM6sbQR,2026-11-14T00:27:00Z,2026-11-14T11:13:00Z
american,american,True,2.0,"AA1476, AA3195",economy,1,CLT,"AA, AA",0,False,True,00:27,11:13,466,15000,5.6,USD,5.6,cache:2026-06-11,300.0,305.6,50.0,38.83,100.0,0,0.0,494.43,False,394.52,"default_cpp, not_enough_seats, very early departure","Airbus A321, Airbus A320",,373coFIXBMiFIuIQaVYImATCMzv,37EhycIw4keUQ6bxk5MxKCADhNO,2026-11-14T00:27:00Z,2026-11-14T11:13:00Z
flyingblue,Air France/KLM Flying Blue,False,1.1,"DL2789, DL1433",economy,1,MSP,"DL, DL",9,True,True,00:40,11:39,479,19000,30.24,USD,30.24,cache:2026-06-11,209.0,239.24,50.0,39.92,100.0,0,18.0,411.16,False,394.52,very early departure,"Boeing 737-900, Airbus A321","N, N",35nta4V4CgT1ETMQz3gh5wqpTI6,3E0bDb4OKO649BVbrsOMXzWAFYp,2026-11-14T00:40:00Z,2026-11-14T11:39:00Z
virginatlantic,Virgin Atlantic Flying Club,False,1.0,"DL2789, DL1433",economy,1,MSP,"DL, DL",9,True,True,00:40,11:39,479,29500,5.6,USD,5.6,cache:2026-06-11,295.0,300.6,50.0,39.92,100.0,0,18.0,472.52,False,394.52,very early departure,"Boeing 737-900, Airbus A321","N, N",373cgfE0VdOxMSp4VVzQu5JsFa8,38rljFYKG89afVwyYUbNsVIgcps,2026-11-14T00:40:00Z,2026-11-14T11:39:00Z
united,United MileagePlus,False,1.2,"UA604, UA4064",economy,1,IAH,"UA, UA",9,True,True,00:45,13:45,600,23600,5.6,USD,5.6,cache:2026-06-11,283.2,288.8,50.0,50.0,100.0,0,18.0,470.8,False,394.52,very early departure,"Boeing 777, Embraer E175","YN, YN",36szNxlBagrAREtnJn79PPLMSwZ,377k4TUxDMcjPG7H9bOSNFThiDg,2026-11-14T00:45:00Z,2026-11-14T13:45:00Z
aeroplan,Air Canada Aeroplan,False,1.1,"UA2847, UA1215",economy,1,ORD,UA,9,True,True,00:50,16:57,787,15000,54.4,CAD,39.02,cache:2026-06-11,165.0,204.02,50.0,65.58,100.0,0,18.0,401.61,False,394.52,very early departure,"Airbus A321neo, Airbus A319","X, X",35x31jwhyZfqIb1j0j6e4EUtkl6,39JaLG09xRVJ0L5WPyMpgoAVkZV,2026-11-14T00:50:00Z,2026-11-14T16:57:00Z
aeroplan,Air Canada Aeroplan,False,1.1,"UA2847, UA5756",economy,1,ORD,UA,8,True,True,00:50,13:00,550,15000,46.7,CAD,33.5,cache:2026-06-11,165.0,198.5,50.0,45.83,100.0,0,16.0,378.33,False,394.52,very early departure,"Airbus A321neo, Embraer E175","X, X",35x31jwhyZfqIb1j0j6e4EUtkl6,39JaLH3eRRFjyD7Iyv37XWuKWf3,2026-11-14T00:50:00Z,2026-11-14T13:00:00Z
united,United MileagePlus,False,1.2,"UA2847, UA5756",economy,1,ORD,"UA, UA",9,True,True,00:50,13:00,550,15000,5.6,USD,5.6,cache:2026-06-11,180.0,185.6,50.0,45.83,100.0,0,18.0,363.43,False,394.52,very early departure,"Airbus A321neo, Embraer E175","X, X",36szNxlBagrAREtnJn79PPLMSwZ,39iSGwX2UZBy9WVhdXSeE7BJySH,2026-11-14T00:50:00Z,2026-11-14T13:00:00Z
velocity,velocity,True,2.0,"UA2847, UA5756",economy,1,ORD,UA,8,True,True,00:50,13:00,550,19000,20.7,AUD,14.52,cache:2026-06-11,380.0,394.52,50.0,45.83,100.0,0,16.0,574.35,False,394.52,"default_cpp, very early departure","Airbus A320, Embraer E175","X, X",364otdeNhVMLV8Vn8nZekmdRoj1,3BHvwO0QEhSW7euJY6NL3Ms0pCU,2026-11-14T00:50:00Z,2026-11-14T13:00:00Z
