source,program,used_default_cpp,cents_per_point,flight_numbers,cabin,stops,connections,carriers,remaining_seats,bookable,comparable,depart_time,arrive_time,duration_minutes,mileage_cost,taxes_amount,taxes_currency,taxes_usd,fx_source,points_value_usd,effective_usd,stop_penalty_usd,duration_penalty_usd,time_penalty_usd,next_day_penalty_usd,seat_credit_usd,score,expensive_flag,dynamic_price_threshold_usd,flags,aircraft,fare_classes,availability_id,trip_id,departs_at_raw,arrives_at_raw
alaska,Alaska Atmos Rewards,False,1.5,"AS580, AS1435",business,1,SEA,AS,9,True,True,06:03,22:56,953,47500,11.2,USD,11.2,cache:2026-06-11,712.5,723.7,50.0,79.42,50.0,0,18.0,885.12,False,723.7,early departure,"Boeing 737-900, Boeing 737-800","D, D",32qhYr1xwspv0NZV06r4OELNRFM,3Eh6DFMVsjCr3PsRwlst2d0LYnc,2026-09-05T06:03:00Z,2026-09-05T22:56:00Z
alaska,Alaska Atmos Rewards,False,1.5,"AS580, AS1435",economy,1,SEA,AS,9,True,True,06:03,22:56,953,27500,11.2,USD,11.2,cache:2026-06-11,412.5,423.7,50.0,79.42,50.0,0,18.0,585.12,True,418.1,"early departure, expensive","Boeing 737-900, Boeing 737-800","S, S",32qhYr1xwspv0NZV06r4OELNRFM,3Eh6DIq8WMAyOKi3CF1tB4sLj3j,2026-09-05T06:03:00Z,2026-09-05T22:56:00Z
alaska,Alaska Atmos Rewards,False,1.5,"AS580, AS2230",business,1,SEA,AS,9,True,True,06:03,12:23,320,47500,5.6,USD,5.6,cache:2026-06-11,712.5,718.1,50.0,26.67,50.0,0,18.0,826.77,False,723.7,early departure,"Boeing 737-900, Embraer E175","D, D",32qhYr1xwspv0NZV06r4OELNRFM,3Eh6DIbpLBu2I3hyEzj9CLEsaEt,2026-09-05T06:03:00Z,2026-09-05T12:23:00Z
alaska,Alaska Atmos Rewards,False,1.5,"AS580, AS2230",economy,1,SEA,AS,9,True,True,06:03,12:23,320,27500,5.6,USD,5.6,cache:2026-06-11,412.5,418.1,50.0,26.67,50.0,0,18.0,526.77,False,418.1,early departure,"Boeing 737-900, Embraer E175","S, S",32qhYr1xwspv0NZV06r4OELNRFM,3Eh6DF5qF5xOFGfNuEW1zrT9sYN,2026-09-05T06:03:00Z,2026-09-05T12:23:00Z
alaska,Alaska Atmos Rewards,False,1.5,"AS580, AS660",business,1,SEA,AS,9,True,True,06:03,15:17,494,47500,11.2,USD,11.2,cache:2026-06-11,712.5,723.7,50.0,41.17,50.0,0,18.0,846.87,False,723.7,early departure,"Boeing 737-900, Boeing 737-900","D, D",32qhYr1xwspv0NZV06r4OELNRFM,3Eh6DHT58fCbLW0PgHFvKLoYVxT,2026-09-05T06:03:00Z,2026-09-05T15:17:00Z
alaska,Alaska Atmos Rewards,False,1.5,"AS580, AS660",economy,1,SEA,AS,9,True,True,06:03,15:17,494,27500,11.2,USD,11.2,cache:2026-06-11,412.5,423.7,50.0,41.17,50.0,0,18.0,546.87,True,418.1,"early departure, expensive","Boeing 737-900, Boeing 737-900","S, S",32qhYr1xwspv0NZV06r4OELNRFM,3Eh6DK0E5feZVvHNLYPx4p0jROR,2026-09-05T06:03:00Z,2026-09-05T15:17:00Z
velocity,Virgin Australia Velocity,False,2.0,"UA617, UA5535",economy,1,DEN,UA,9,True,True,06:15,16:10,535,19000,20.5,AUD,14.38,cache:2026-06-11,380.0,394.38,50.0,44.58,50.0,0,18.0,520.96,False,418.1,early departure,"Airbus A320, Embraer E175","X, X",32qhZ530xETR57J6czXefZfujys,3CyvHi7pRec4AKeRqqe4i7B40QM,2026-09-05T06:15:00Z,2026-09-05T16:10:00Z
alaska,Alaska Atmos Rewards,False,1.5,"AS620, AS1435",business,1,SEA,AS,8,True,True,07:03,22:56,893,47500,11.2,USD,11.2,cache:2026-06-11,712.5,723.7,50.0,74.42,0.0,0,16.0,832.12,False,723.7,,"Boeing 737-900, Boeing 737-800","D, D",32qhYr1xwspv0NZV06r4OELNRFM,3Eh6DEWwMijulOgjY7yXLro9kMH,2026-09-05T07:03:00Z,2026-09-05T22:56:00Z
alaska,Alaska Atmos Rewards,False,1.5,"AS620, AS1435",economy,1,SEA,AS,9,True,True,07:03,22:56,893,27500,11.2,USD,11.2,cache:2026-06-11,412.5,423.7,50.0,74.42,0.0,0,18.0,530.12,True,418.1,expensive,"Boeing 737-900, Boeing 737-800","S, S",32qhYr1xwspv0NZV06r4OELNRFM,3Eh6DPhGyNXPZmQsFDNTuodhXJJ,2026-09-05T07:03:00Z,2026-09-05T22:56:00Z
alaska,Alaska Atmos Rewards,False,1.5,"AS620, AS2230",business,1,SEA,AS,8,True,True,07:03,12:23,260,47500,5.6,USD,5.6,cache:2026-06-11,712.5,718.1,50.0,21.67,0.0,0,16.0,773.77,False,723.7,,"Boeing 737-900, Embraer E175","D, D",32qhYr1xwspv0NZV06r4OELNRFM,3Eh6DI5YLeCMXbw1jAAThNdeyNV,2026-09-05T07:03:00Z,2026-09-05T12:23:00Z
